Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Date
48.33,38.33,46.78,75.44,120.67,124.33,105.78,98.56,39.89,41.67,204.89,212.25,153.33,164.66965517241383,179.78,129.22,52.89,267.5,22.44,38.11,26.56,14.22,2022-08-25
48.33,38.33,46.67,75.44,120.78,124.78,105.56,98.78,39.89,41.67,205.44,212.25,152.78,164.41620689655173,179.44,128.0,53.0,267.5,22.44,37.67,27.22,14.11,2022-08-26
48.33,38.33,46.67,75.44,120.67,124.33,105.11,99.11,40.0,41.67,202.63,212.0,152.13,162.4407692307692,179.0,128.25,53.0,267.5,22.44,38.25,27.0,15.0,2022-08-27
48.33,38.22,46.56,75.44,120.67,124.33,105.0,99.11,40.0,41.67,205.33,212.13,152.67,161.51761904761904,179.33,126.78,52.78,267.5,22.44,37.11,26.33,14.22,2022-08-28
48.44,38.11,46.22,76.0,121.67,125.0,105.22,99.11,40.11,41.67,205.22,212.25,152.78,163.9751724137931,179.44,126.56,52.89,267.88,22.44,37.89,26.67,15.0,2022-08-29
48.33,38.0,46.11,76.33,121.67,124.78,105.33,99.0,40.0,41.78,205.67,212.38,152.67,164.37551724137933,178.22,124.56,53.0,267.88,22.44,38.0,26.22,17.11,2022-08-30
48.33,38.0,46.11,76.33,121.67,124.78,105.33,99.0,40.0,41.67,205.67,212.38,152.67,163.85964285714286,178.22,124.56,52.89,267.88,22.44,38.22,26.22,18.44,2022-08-31
48.33,38.11,46.11,75.56,121.67,124.78,105.44,99.0,40.11,41.67,206.0,212.0,151.22,163.69642857142858,175.67,121.67,53.44,267.88,22.56,40.0,26.33,21.11,2022-09-01
48.33,38.44,46.22,75.44,121.67,124.44,105.0,99.0,40.11,41.67,205.67,212.25,150.78,163.54392857142855,175.33,120.67,54.0,267.88,22.56,40.33,26.33,23.56,2022-09-02
48.33,38.44,46.22,75.44,121.67,124.44,105.0,99.0,40.22,41.67,205.67,212.38,150.89,162.9008,175.44,120.44,54.22,267.88,22.56,39.67,26.11,25.11,2022-09-03
48.33,38.44,46.22,75.44,121.67,124.44,105.0,99.0,40.11,41.67,205.78,212.38,151.0,160.5052380952381,175.78,120.67,54.0,267.88,22.56,39.78,26.33,27.44,2022-09-04
48.33,38.44,46.33,75.0,121.11,124.33,105.33,99.0,40.11,41.67,206.33,212.25,150.78,162.74857142857144,175.22,119.11,54.0,267.88,22.56,41.0,26.78,30.89,2022-09-05
48.33,38.56,46.33,74.78,120.89,124.11,105.11,99.0,40.22,41.67,206.89,212.5,152.0,163.42172413793105,174.22,117.56,54.0,267.88,22.67,42.0,27.0,36.33,2022-09-06
48.89,39.0,46.44,75.0,120.67,124.11,104.56,99.11,40.33,41.67,206.78,212.5,149.33,162.3576666666667,174.0,116.67,54.0,267.88,22.67,41.89,27.0,40.89,2022-09-07
48.89,39.0,46.44,75.0,120.22,124.11,104.56,99.11,40.33,41.67,206.78,212.5,149.33,162.24655172413793,174.0,116.33,54.11,268.38,22.78,41.22,27.0,43.11,2022-09-08
48.89,39.0,46.44,75.0,120.0,123.67,104.56,99.11,40.33,41.67,207.56,212.5,149.56,161.77733333333333,173.11,115.78,54.33,268.38,22.89,41.22,26.78,41.22,2022-09-09
49.0,39.11,46.56,75.33,120.33,124.11,104.67,99.22,40.33,41.67,207.33,212.5,149.33,160.66307692307691,172.89,115.56,54.33,269.25,22.89,40.89,26.78,41.67,2022-09-10
50.13,39.0,47.38,75.0,120.38,125.0,104.63,99.5,40.25,41.75,205.88,213.86,149.63,157.38727272727272,172.5,115.5,54.13,272.43,22.63,40.0,27.38,41.75,2022-09-11
49.11,39.22,46.67,75.11,120.22,124.0,104.33,99.11,40.33,41.67,207.56,212.5,148.56,161.5033333333333,171.78,113.78,54.67,269.25,23.0,39.33,26.89,39.22,2022-09-12
49.44,39.22,46.67,75.11,120.22,124.11,104.56,99.11,40.56,41.67,207.22,212.25,148.0,160.38799999999998,171.11,113.33,55.0,269.63,23.22,38.67,26.22,38.22,2022-09-13
49.56,39.11,46.56,74.78,121.0,123.33,104.11,98.56,40.33,41.67,207.22,212.13,145.56,159.053,171.0,112.67,54.67,269.25,23.33,38.11,26.33,36.33,2022-09-14
49.56,39.11,46.56,74.67,121.0,123.56,104.0,98.56,40.22,41.67,207.67,212.13,145.11,160.1355172413793,170.33,111.78,54.44,269.25,23.33,38.22,26.67,35.67,2022-09-15
49.56,39.0,46.56,74.67,121.44,123.89,104.11,98.67,40.22,41.67,207.89,212.13,144.56,159.08566666666667,170.22,111.67,54.33,268.75,23.33,38.11,26.33,35.22,2022-09-16
49.56,39.0,46.67,74.67,121.44,123.89,103.89,98.78,40.22,41.67,207.89,212.13,144.33,159.48999999999998,170.22,111.56,54.33,268.75,23.44,37.89,26.33,36.33,2022-09-17
50.71,38.86,48.71,74.43,121.71,124.71,103.71,99.29,40.29,42.14,207.86,214.67,141.57,159.7886363636364,169.43,110.86,54.29,274.5,23.29,38.86,27.29,35.14,2022-09-18
49.56,39.11,46.78,74.89,121.56,124.11,104.11,99.33,40.33,41.67,207.89,212.25,144.33,158.9286666666667,169.78,111.11,54.22,268.75,23.67,38.33,26.0,34.78,2022-09-19
49.56,39.11,46.78,74.89,120.33,123.56,104.11,99.78,40.44,41.67,207.44,212.38,143.22,158.674,169.0,110.44,54.44,269.13,23.67,38.0,26.22,35.33,2022-09-20
49.56,39.0,46.44,74.33,120.56,123.56,105.22,99.78,40.33,41.67,207.22,212.38,143.22,158.83433333333332,167.33,109.67,54.22,268.75,23.67,38.67,26.33,35.44,2022-09-21
49.67,39.0,46.44,74.44,121.11,123.67,105.33,100.33,40.22,41.67,207.56,212.75,143.0,158.66766666666666,166.67,109.11,54.22,268.75,23.67,38.11,26.11,32.78,2022-09-22
49.56,39.0,46.44,74.44,120.44,123.56,105.22,99.78,40.22,41.67,208.33,212.63,143.0,158.37285714285716,166.33,108.89,54.22,268.75,23.67,38.11,26.0,31.67,2022-09-23
50.5,39.0,47.25,74.25,121.25,123.75,105.38,100.5,40.25,41.88,207.0,214.0,142.5,158.54740740740743,165.75,108.63,54.5,272.86,23.5,38.13,27.0,31.5,2022-09-24
49.56,39.0,46.44,74.56,121.0,123.67,105.22,99.67,40.22,41.67,208.33,212.63,143.0,158.6640909090909,166.33,108.89,54.22,268.75,23.67,37.89,26.0,31.11,2022-09-25
50.11,39.33,47.11,75.0,121.78,124.78,105.78,100.22,40.22,41.67,208.78,211.0,141.0,158.854,164.56,107.67,54.22,268.75,23.78,38.78,25.56,34.22,2022-09-26
50.0,39.33,47.11,75.11,121.67,124.78,106.0,100.11,40.25,41.88,207.67,209.88,142.11,159.083,164.44,107.56,53.75,265.71,24.0,39.56,25.56,37.89,2022-09-27
50.0,39.22,47.22,74.22,120.44,123.56,105.0,99.67,40.22,41.67,207.67,209.88,141.11,158.36499999999998,164.11,107.0,54.22,269.63,24.11,39.0,25.11,37.44,2022-09-28
50.11,39.22,47.33,74.33,120.44,123.89,105.56,99.89,40.11,41.67,207.67,209.88,141.11,157.84366666666668,162.44,106.44,53.67,269.63,24.11,40.11,24.89,37.67,2022-09-29
50.11,39.22,47.33,74.11,120.44,123.78,105.56,99.78,40.11,41.67,207.22,209.25,141.0,158.60066666666663,162.56,106.11,53.67,270.0,24.11,40.11,25.33,36.67,2022-09-30
50.11,39.33,47.33,74.22,120.56,123.89,105.56,99.78,40.11,41.67,203.88,209.0,140.88,156.22678571428568,162.25,106.88,53.67,270.0,24.11,40.75,25.38,37.0,2022-10-01
50.11,39.22,47.33,74.11,120.44,123.78,105.56,99.78,40.11,41.67,207.22,209.25,141.0,155.98238095238094,162.56,106.11,53.67,270.0,24.11,40.22,25.22,36.67,2022-10-02
50.11,39.22,47.33,74.11,119.67,123.22,105.11,99.67,40.11,41.67,207.67,209.25,140.22,157.24862068965518,162.56,106.11,53.67,269.63,24.11,38.78,26.33,36.89,2022-10-03
50.22,39.44,47.56,74.56,120.11,123.56,105.44,99.78,40.0,41.67,207.56,209.13,140.11,156.91689655172414,162.44,106.11,53.67,269.63,24.11,38.44,26.44,37.0,2022-10-04
50.22,39.44,47.44,74.33,120.0,123.44,105.22,99.78,40.11,41.67,207.67,209.25,140.22,156.7392,162.56,106.44,53.67,269.63,24.11,38.78,26.78,37.89,2022-10-05
50.11,39.22,47.56,74.22,119.78,122.78,105.11,100.0,39.89,41.67,207.11,208.13,139.89,157.02206896551726,162.56,106.56,53.33,269.63,24.0,39.11,27.44,39.11,2022-10-06
50.0,39.11,47.33,73.78,118.44,122.22,104.67,99.67,39.67,41.67,207.89,207.0,140.56,156.97896551724136,162.11,106.11,53.56,270.0,24.0,39.44,27.89,40.33,2022-10-07
50.13,39.63,45.75,74.63,119.13,122.13,105.13,98.88,39.63,41.5,208.25,200.14,141.13,156.5262962962963,161.63,105.5,54.13,270.86,23.75,39.13,27.38,40.38,2022-10-08
50.0,39.22,47.22,73.89,118.78,122.22,104.67,99.78,39.67,41.67,208.56,207.0,140.56,157.0008695652174,162.0,105.67,53.56,271.63,24.0,39.0,27.89,40.44,2022-10-09
49.89,39.11,47.0,73.67,119.0,122.11,104.22,99.33,39.56,41.67,209.22,207.13,139.67,157.83433333333332,162.89,106.0,53.56,271.25,24.22,39.44,29.67,40.56,2022-10-10
50.0,39.33,47.33,74.0,119.67,122.44,104.11,100.0,39.56,41.67,210.33,207.13,141.0,157.55833333333334,164.0,108.0,53.78,270.88,24.22,38.78,30.67,41.22,2022-10-11
50.0,39.11,47.33,73.89,119.67,122.22,104.22,100.11,39.56,41.67,211.89,207.25,140.33,157.518,165.89,109.56,53.67,270.38,24.22,39.44,30.89,42.11,2022-10-12
50.0,39.11,47.44,73.56,118.78,121.78,103.89,99.67,39.67,41.67,212.22,207.25,140.11,157.0713333333333,166.11,109.67,53.67,270.38,24.22,39.67,31.0,42.78,2022-10-13
50.0,39.22,47.56,73.78,118.67,122.33,104.11,99.78,39.56,41.67,212.67,206.88,139.22,157.58172413793108,166.89,110.33,53.44,271.5,24.22,39.78,31.78,41.0,2022-10-14
50.11,39.22,47.56,74.0,119.0,122.44,104.33,100.11,39.56,41.67,212.67,206.88,139.22,156.70074074074074,166.89,110.22,53.44,271.5,24.22,40.0,32.0,42.33,2022-10-15
50.11,39.33,47.78,74.22,119.22,122.78,104.22,100.33,39.56,41.67,212.56,206.88,139.11,154.14666666666668,166.78,110.11,53.44,271.88,24.22,39.56,32.11,40.89,2022-10-16
50.11,39.11,47.67,73.67,118.78,122.22,103.89,100.0,39.67,41.67,212.44,206.88,139.0,157.26620689655172,166.78,109.89,53.56,272.63,24.22,40.33,33.11,41.33,2022-10-17
50.11,39.11,48.0,73.89,119.33,122.67,104.0,100.33,39.67,41.67,212.56,206.88,138.11,157.685,166.78,110.22,53.89,273.0,24.22,40.0,33.11,40.22,2022-10-18
50.0,39.0,47.78,73.67,119.22,122.33,103.89,99.89,39.67,41.67,214.0,206.13,137.67,159.11666666666667,167.11,110.33,53.89,272.13,24.56,40.56,33.78,38.67,2022-10-19
50.0,39.22,48.0,73.33,118.67,122.67,103.78,99.78,39.67,41.67,213.89,206.13,137.56,157.7423333333333,167.11,110.56,53.89,272.13,24.56,39.67,33.89,38.0,2022-10-20
50.11,39.22,48.0,73.56,118.78,122.67,104.11,100.11,39.67,41.67,213.33,206.13,137.44,158.06833333333333,167.11,110.67,53.89,272.13,24.56,39.78,33.11,34.11,2022-10-21
51.13,39.25,49.0,73.0,118.75,122.63,104.0,100.88,39.57,41.71,211.25,208.43,138.0,157.46,166.63,110.38,55.57,277.17,24.29,40.0,33.14,33.86,2022-10-22
51.13,39.25,48.88,73.0,118.75,122.63,104.0,100.88,39.63,41.88,211.25,208.43,138.0,157.83624999999998,166.0,109.75,54.75,277.14,24.5,39.13,33.63,34.13,2022-10-23
51.29,39.57,47.43,73.86,119.14,122.14,104.43,100.0,39.57,41.71,210.57,200.67,138.0,159.76600000000002,164.86,109.0,55.57,277.17,24.29,39.0,33.29,33.14,2022-10-24
49.5,39.13,48.0,73.25,118.88,122.63,104.13,100.5,39.63,41.88,213.63,204.86,137.38,159.6525,166.38,110.0,54.0,270.0,24.63,40.25,33.0,33.63,2022-10-25
50.11,39.22,47.89,73.33,118.78,122.89,104.11,100.11,39.67,41.67,214.56,206.75,136.67,159.6613793103448,167.11,111.89,54.56,272.63,24.56,40.67,33.11,29.67,2022-10-26
50.11,39.22,47.89,73.33,118.78,122.89,104.22,100.0,39.67,41.67,214.89,204.88,136.33,158.02392857142857,167.22,112.0,54.56,272.63,24.56,41.44,33.89,27.44,2022-10-27
50.11,39.44,47.67,73.22,119.44,123.44,104.78,100.44,39.67,41.67,215.11,205.13,136.33,158.71103448275863,167.33,112.0,54.56,272.63,24.44,41.44,34.67,25.89,2022-10-28
51.13,39.5,48.63,72.88,119.25,123.5,104.75,101.25,39.63,41.88,211.13,209.43,136.75,157.5211111111111,166.63,110.88,54.88,277.29,24.38,41.75,35.25,25.63,2022-10-29
50.11,39.44,47.67,73.33,119.33,123.44,104.78,100.44,39.67,41.67,214.44,205.13,136.44,158.61772727272728,167.56,112.22,54.44,272.63,24.44,42.11,35.11,25.33,2022-10-30
50.11,39.44,47.44,73.33,119.33,123.44,104.78,100.44,39.67,41.67,214.44,205.13,135.22,158.43896551724137,167.78,112.22,54.44,272.63,24.44,42.56,37.78,24.89,2022-10-31
50.11,39.44,47.56,73.44,120.33,123.44,104.78,100.44,39.67,41.67,215.0,205.38,133.44,159.2707142857143,168.22,113.22,54.33,272.63,24.44,42.56,39.22,23.44,2022-11-01
50.11,39.56,47.56,73.44,120.67,123.67,105.33,100.67,39.67,41.67,215.0,205.63,133.22,159.74586206896552,168.67,113.33,54.67,272.63,24.67,42.78,40.67,22.22,2022-11-02
50.11,39.56,47.78,73.0,120.67,123.22,105.0,100.67,39.78,41.67,216.89,205.63,132.67,160.22275862068966,168.78,112.67,54.67,272.75,24.67,43.33,41.44,22.33,2022-11-03
50.11,39.78,48.0,73.0,120.78,123.44,105.0,100.67,39.78,41.67,217.78,205.13,133.56,160.26931034482757,169.67,112.89,54.67,272.75,24.67,43.11,41.78,22.22,2022-11-04
50.13,40.13,46.63,73.63,121.25,123.5,105.75,99.88,39.75,41.5,213.71,195.83,135.57,158.73962962962963,167.86,111.71,55.38,272.14,24.5,43.13,41.88,20.75,2022-11-05
50.11,39.78,48.0,73.0,120.78,123.44,105.0,100.67,39.78,41.67,217.78,205.13,133.56,157.57958333333335,169.67,112.89,54.67,272.75,24.67,42.89,41.78,21.67,2022-11-06
50.11,39.78,48.0,73.0,120.78,123.44,105.0,100.78,40.0,41.67,217.78,205.5,134.22,159.9168965517241,169.56,113.33,54.67,273.25,24.67,42.33,43.22,20.67,2022-11-07
50.22,39.78,48.0,73.22,120.67,123.44,105.0,100.78,39.78,42.0,218.44,205.63,134.89,159.64464285714283,169.56,113.0,54.67,273.38,24.78,43.0,44.11,20.89,2022-11-08
50.22,39.67,48.0,73.33,120.67,123.33,105.0,100.22,39.67,42.0,218.67,205.38,134.56,160.20793103448275,169.22,112.67,54.67,272.88,24.78,42.78,43.89,20.89,2022-11-09
50.22,39.67,48.0,73.33,120.67,123.22,105.22,100.22,39.67,42.0,218.67,205.38,134.56,159.2057142857143,169.22,112.67,54.67,272.88,24.78,42.78,43.44,20.11,2022-11-10
51.25,39.75,49.0,73.0,120.5,123.25,105.25,101.0,39.63,42.25,215.63,209.43,134.88,160.34607142857143,168.13,112.0,54.5,277.57,24.75,43.25,42.88,19.38,2022-11-11
50.22,39.67,48.0,73.33,120.67,123.22,105.22,100.22,39.67,42.0,218.33,205.88,134.67,160.88384615384618,169.22,112.56,54.56,272.88,24.78,43.33,41.78,18.78,2022-11-12
51.25,39.75,49.0,73.0,120.5,123.25,105.25,101.0,39.63,42.25,215.63,209.57,134.88,160.79869565217388,168.13,112.0,54.5,277.57,24.75,43.5,42.13,19.25,2022-11-13
50.22,39.67,48.0,73.33,120.89,123.44,105.22,100.22,39.67,42.0,218.56,205.5,134.33,161.43413793103446,169.22,112.33,54.33,272.88,24.78,43.33,42.33,20.0,2022-11-14
50.56,39.78,48.22,73.11,121.22,123.44,105.22,100.22,39.67,42.0,218.56,204.63,134.0,161.1937931034483,169.56,112.56,54.33,272.88,24.78,43.33,42.33,20.56,2022-11-15
57.0,40.5,51.0,71.5,118.5,123.5,109.0,103.0,40.0,41.5,203.5,192.5,131.5,161.87586206896552,163.0,107.0,59.5,303.0,25.5,42.0,43.5,21.0,2022-11-16
50.56,39.78,48.33,72.89,121.33,123.67,105.67,100.22,39.67,42.0,218.0,205.13,134.33,161.54620689655172,169.56,112.33,54.11,272.88,24.78,42.89,40.89,19.11,2022-11-17
50.56,39.78,48.33,72.89,121.33,123.67,105.56,99.67,39.67,42.0,218.44,204.63,133.67,162.6503448275862,169.11,112.22,53.89,272.88,24.78,42.78,40.56,18.11,2022-11-18
50.56,39.78,48.33,72.89,121.33,123.67,105.56,99.67,39.67,42.0,218.44,204.63,133.11,161.08785714285713,169.11,112.11,53.89,272.88,24.78,42.56,40.89,17.89,2022-11-19
51.63,39.88,49.38,72.5,121.0,123.5,105.63,100.38,39.63,42.25,215.75,208.86,133.13,161.80583333333334,168.38,111.63,53.75,277.57,24.75,43.0,41.5,18.25,2022-11-20
50.67,39.78,48.56,72.89,121.33,123.33,105.44,99.0,39.67,42.0,219.44,203.5,132.78,162.1768965517241,168.89,111.11,53.89,272.88,24.89,41.78,40.22,17.11,2022-11-21
50.67,39.67,48.33,72.89,121.56,123.0,104.67,98.78,39.67,42.0,219.78,203.5,132.67,161.49793103448275,168.0,110.56,54.11,272.88,24.89,41.89,39.22,16.67,2022-11-22
50.67,39.67,48.33,72.89,122.0,123.33,104.78,99.0,39.67,42.0,219.56,203.75,132.89,161.8365517241379,167.22,109.78,54.11,272.88,25.0,41.44,37.67,16.11,2022-11-23
50.67,39.67,48.44,72.89,121.67,123.0,104.56,99.11,39.78,42.0,219.33,203.75,132.89,162.6741379310345,167.11,109.11,54.33,272.88,25.0,41.11,37.67,17.11,2022-11-24
50.67,39.67,48.44,72.56,121.56,123.0,104.56,99.11,39.78,42.0,219.44,203.75,131.0,161.8513793103448,166.78,108.89,54.33,272.88,25.0,39.67,36.33,16.67,2022-11-25
50.67,39.67,48.44,72.56,121.56,123.0,104.78,99.11,39.78,42.0,219.44,203.75,131.0,162.22148148148148,166.89,109.0,54.33,272.88,25.0,39.44,36.33,17.11,2022-11-26
50.67,39.67,48.44,72.56,121.56,123.0,104.78,99.11,39.78,42.0,219.44,203.75,131.0,160.53833333333333,166.89,109.0,54.33,272.88,25.0,39.44,36.22,17.11,2022-11-27
50.67,39.89,48.78,72.56,121.56,122.67,104.78,99.22,39.78,42.0,219.78,202.5,130.67,161.54413793103447,166.56,109.0,54.56,274.13,25.11,39.56,36.11,17.0,2022-11-28
50.89,39.89,48.78,72.67,121.56,122.56,105.11,99.33,39.78,42.0,219.67,201.88,129.78,162.22793103448274,166.33,109.22,54.56,274.13,25.11,39.56,35.22,16.67,2022-11-29
51.0,39.89,48.78,72.56,121.11,121.89,105.78,99.0,39.67,42.0,220.11,201.88,129.89,160.28689655172417,166.33,109.22,54.56,274.13,25.11,38.33,33.89,16.67,2022-11-30
50.89,39.89,48.56,72.56,120.89,121.56,105.78,99.0,39.67,42.0,219.89,201.88,130.22,160.6541379310345,166.56,109.44,54.56,274.63,25.11,39.75,35.56,18.44,2022-12-01
50.89,39.89,48.67,72.56,120.56,121.44,106.0,99.0,39.67,42.0,219.89,201.88,130.0,160.76000000000002,166.44,109.22,54.56,275.0,25.11,40.44,34.56,17.11,2022-12-02
52.0,40.0,49.75,72.13,120.38,121.0,106.38,99.63,39.63,42.25,216.75,205.71,129.63,161.01321428571427,166.0,108.25,54.25,280.0,25.13,41.38,35.38,17.63,2022-12-03
52.0,40.0,49.75,72.13,120.38,121.0,106.38,99.63,39.63,42.25,216.75,205.71,129.63,160.87,166.0,108.25,54.25,280.0,25.13,41.38,35.38,17.88,2022-12-04
50.89,39.89,48.67,72.33,120.33,120.67,107.0,98.11,39.67,42.0,219.89,201.88,129.78,162.93266666666665,166.33,108.78,54.56,275.0,25.22,41.33,33.22,17.22,2022-12-05
50.89,39.89,48.67,72.22,119.67,120.22,107.22,98.11,39.56,42.0,219.22,201.75,130.22,162.359,165.0,108.22,54.56,275.0,25.22,41.11,33.67,17.44,2022-12-06
50.89,39.89,48.89,72.89,120.33,120.89,107.56,98.22,39.5,41.88,218.63,203.29,130.63,163.168,164.88,107.63,53.75,271.43,25.25,41.13,33.63,17.0,2022-12-07
50.89,40.11,48.89,73.0,120.22,120.56,107.56,98.22,39.56,42.0,218.67,202.38,130.11,162.51833333333337,165.67,107.89,54.56,274.75,25.11,40.78,33.44,16.89,2022-12-08
50.38,40.13,48.75,72.63,120.88,120.88,107.38,98.38,39.5,41.88,218.38,201.86,130.63,162.622,164.75,107.75,54.0,271.43,25.13,40.63,32.88,17.25,2022-12-09
50.89,40.11,48.89,73.0,120.78,120.78,107.22,98.22,39.56,42.0,218.56,202.25,130.0,160.90555555555554,165.44,107.78,54.67,275.0,25.11,40.33,32.89,17.33,2022-12-10
52.0,40.25,50.0,72.88,120.88,121.13,106.88,99.75,39.63,42.25,215.25,206.14,129.63,159.69521739130434,164.88,107.38,54.5,280.0,25.13,40.13,33.5,17.63,2022-12-11
50.89,40.11,48.89,73.33,121.11,121.44,107.22,98.22,39.56,42.0,218.33,203.13,130.0,163.25566666666666,164.89,107.56,54.67,275.0,25.11,41.44,34.33,20.78,2022-12-12
51.0,40.11,48.89,73.33,121.44,121.0,107.22,98.22,39.56,42.0,218.33,203.5,130.33,162.6341379310345,165.11,107.33,54.67,275.0,25.11,41.78,34.11,23.11,2022-12-13
51.0,40.11,48.89,73.56,121.33,121.0,107.89,98.0,39.56,42.0,218.22,203.38,131.22,162.82266666666666,164.22,107.11,54.67,275.0,25.11,42.56,33.89,25.56,2022-12-14
51.0,40.11,48.89,73.56,121.22,120.89,107.89,98.0,39.56,42.0,218.33,203.13,131.78,161.8273333333333,164.56,106.89,54.67,275.0,25.11,42.0,33.67,26.11,2022-12-15
51.0,39.78,48.78,73.0,121.33,121.0,107.89,97.67,39.33,42.0,218.33,203.13,132.22,161.29100000000005,164.0,107.33,54.33,275.0,25.11,42.78,33.11,26.44,2022-12-16
51.0,39.78,48.78,73.0,121.33,121.0,107.89,97.67,39.33,42.0,218.33,203.13,132.22,158.41518518518518,163.89,107.11,54.33,275.0,25.11,42.67,33.0,27.0,2022-12-17
51.0,39.78,48.78,73.0,121.33,121.0,107.89,97.67,39.44,42.0,218.33,203.13,132.56,155.7190909090909,164.0,107.11,54.44,275.0,25.11,42.78,32.89,27.78,2022-12-18
51.22,40.0,48.78,73.0,121.44,121.33,107.89,97.56,39.33,42.0,218.0,203.5,132.56,161.60310344827587,163.67,107.11,54.33,275.0,25.11,42.44,33.89,27.67,2022-12-19
51.5,40.25,47.5,73.5,122.13,121.5,108.75,96.13,39.38,41.88,218.25,197.57,132.0,161.34833333333333,162.38,106.5,55.25,274.71,25.0,41.88,33.0,25.75,2022-12-20
51.33,40.22,48.78,73.44,122.44,122.56,108.67,97.67,39.44,42.0,218.56,203.5,132.56,160.91199999999998,163.33,106.56,54.67,275.0,25.11,40.89,32.78,24.44,2022-12-21
51.33,40.22,48.78,73.44,122.44,122.78,108.67,97.67,39.44,42.0,218.33,203.5,132.56,161.58666666666667,163.33,106.56,54.67,275.88,25.11,40.22,33.89,22.44,2022-12-22
51.33,40.22,48.78,73.44,122.22,122.78,108.67,97.67,39.44,42.0,218.78,203.5,132.22,161.38633333333334,163.33,106.89,54.78,275.88,25.11,39.0,33.22,21.56,2022-12-23
51.33,40.22,48.78,73.44,122.22,122.78,108.67,97.67,39.44,42.0,218.78,203.5,132.22,161.4941379310345,163.33,106.89,54.78,275.88,25.11,38.89,33.22,21.0,2022-12-24
50.63,40.25,48.63,73.13,122.38,123.13,109.0,97.75,39.38,41.88,218.0,203.29,133.13,157.22541666666666,162.88,106.88,54.13,272.43,25.13,38.75,33.38,20.5,2022-12-25
51.33,40.22,48.78,73.44,122.67,123.22,108.89,97.67,39.44,42.0,218.0,203.5,132.22,161.54633333333334,162.78,106.78,54.78,276.0,25.11,38.0,33.44,20.33,2022-12-26
51.33,40.22,48.78,73.44,122.67,123.22,108.89,97.67,39.44,42.0,218.22,203.5,132.22,161.72366666666667,162.56,107.0,54.78,276.0,25.11,37.33,32.0,19.44,2022-12-27
51.33,40.22,48.78,73.33,122.67,122.89,108.67,97.67,39.33,42.0,218.22,203.5,132.22,161.57000000000002,162.56,107.0,54.89,276.0,25.11,38.78,31.67,20.11,2022-12-28
51.33,40.33,48.89,73.33,123.0,123.33,109.11,97.67,39.25,41.88,217.38,203.29,133.25,160.9641379310345,162.63,107.0,54.25,272.71,25.13,40.0,32.13,19.63,2022-12-29
51.33,40.22,48.78,73.22,122.56,122.78,109.0,97.67,39.22,42.0,218.0,203.5,132.44,161.68466666666666,162.44,107.11,54.89,276.13,25.11,39.22,31.89,19.0,2022-12-30
52.5,40.38,49.88,73.13,122.88,122.88,108.88,99.13,39.13,42.25,214.63,207.57,132.38,161.66750000000002,161.75,106.38,54.63,281.29,25.13,40.25,32.0,18.88,2022-12-31
51.33,40.22,48.78,73.22,122.56,122.78,109.0,97.67,39.22,42.0,217.78,203.38,132.11,158.1895652173913,162.11,107.11,54.89,276.13,25.11,39.11,31.78,19.33,2023-01-01
51.33,40.22,48.78,73.44,122.78,123.22,109.56,97.67,39.22,42.0,217.78,203.38,132.11,162.18366666666668,162.11,107.33,54.78,276.13,25.11,40.33,32.44,20.11,2023-01-02
51.33,40.56,48.56,73.44,122.56,123.44,109.33,97.67,39.22,42.0,218.56,204.0,132.0,158.49344827586208,162.89,107.33,54.56,276.13,25.11,40.56,32.44,21.89,2023-01-03
51.33,40.56,48.56,73.56,122.0,122.89,109.11,97.11,39.22,42.0,218.56,204.0,132.0,161.65366666666665,162.67,107.33,54.44,276.13,25.11,39.0,32.11,22.44,2023-01-04
51.33,40.67,48.78,74.22,122.22,123.11,109.0,97.11,39.22,42.0,216.67,203.75,132.11,161.3626666666667,162.44,107.56,54.78,276.13,25.11,38.67,31.78,22.33,2023-01-05
50.67,40.67,48.56,73.89,121.11,122.56,108.22,96.44,39.11,42.0,216.78,203.5,131.89,161.65566666666666,162.56,107.56,54.67,276.38,25.11,38.44,31.44,21.44,2023-01-06
50.67,40.67,48.56,73.89,121.11,122.56,108.22,96.44,39.11,42.0,216.78,203.5,131.89,159.0725,162.56,107.44,54.67,276.38,25.11,38.33,31.33,21.22,2023-01-07
51.75,40.5,49.63,73.88,121.5,122.63,108.25,97.75,39.0,42.14,213.25,207.57,131.75,157.28,161.88,106.75,54.43,281.57,24.86,39.38,32.0,20.88,2023-01-08
50.67,40.67,48.56,73.44,120.78,122.56,108.22,96.44,39.13,41.88,215.11,203.5,131.22,159.7248275862069,162.56,107.22,54.38,276.38,25.0,38.78,32.0,22.11,2023-01-09
50.67,40.67,48.56,73.44,120.89,122.56,108.22,96.44,39.11,42.0,214.44,203.75,131.44,161.35333333333335,162.11,107.11,54.56,276.38,25.22,39.11,29.89,21.89,2023-01-10
50.67,40.89,49.0,72.89,120.89,122.33,107.33,96.67,39.11,42.0,214.44,203.75,131.44,158.45000000000002,162.11,107.11,54.33,276.38,25.22,39.78,30.67,22.33,2023-01-11
